id,title,overview,service
33,현대오토에버,"현대오토에버주식회사는 정보시스템 기획, 시스템 구축, 운영 및 유지보수 등의 IT 서비스 사업과 차량용 SW 사업을 영위하는 회사입니다.","주요 서비스:
1. ITO 부문: IT 아웃소싱을 통해 고객의 전산시스템을 운영 및 관리, 유지보수하는 서비스 제공
2. SI 부문: 기업의 정보화 시스템을 구축하는 컨설팅 서비스 및 IT 인프라와 서비스 제공
3. 차량용 SW 부문: 차세대 고성능 SW 플랫폼과 위치 기반 내비게이션 솔루션을 개발 및 판매하는 사업"
34,금호석유화학,"금호석유화학주식회사는 합성고무, 합성수지, 정밀화학, CNT 등 다양한 사업을 영위하는 회사로, 안정적인 신용평가를 받고 있는 대기업이다.","금호석유화학(주) 및 종속회사는 합성고무, 합성수지, 정밀화학, CNT, 건자재, 에너지 사업 및 페놀유도체, 특수합성고무, 항만운영, 리조트 운영 등의 사업을 영위하고 있습니다. 주요 제품은 합성고무, 합성수지, 정밀화학, CNT 등이며, 주요 종속회사인 금호피앤비화학㈜에서는 Phenol과 BPA 등을 생산하고 있습니다. 또한 리조트 사업도 운영하고 있습니다.회사의 주요 생산제품인 합성고무와 합성수지의 주요 원재료는 Butadiene과 Styrene Monomer 등이며, 제품의 가격은 주원료의 가격 및 시장 수급상황에 연동되어 변동됩니다."
35,서연이화,"주식회사 서연이화는 자동차 부품 전문 생산업체로서 현대자동차㈜ 및 기아㈜에 부품을 공급하고 있으며, 글로벌 완성차 업체에도 부품을 공급하는 글로벌 부품 메이커입니다.","주요 서비스:
1. 자동차용 내외장 부품 생산
- DOOR TRIM, CONSOLE, LUGGAGE SIDE TRIM, HEAD LINING, 상용차 SEAT 등의 내장부품 생산
- BUMPER, TAIL GATE TRIM, COWL TOP 등의 외장부품 생산

매출 현황:
- 국내 매출액: 1,114,869,606 천원 (31.2%)
- 유럽 매출액: 689,938,445 천원 (19.3%)
- 중국 매출액: 81,791,537 천원 (2.3%)
- 인도 매출액: 568,152,185 천원 (15.9%)
- 미국 매출액: 878,278,962 천원 (24.6%)
- 멕시코 매출액: 150,130,332 천원 (4.2%)
- 브라질 매출액: 88,501,939 천원 (2.4%)
- 기타 매출액: 2,602,554 천원 (0.1%)

주요 제품 가격 변동:
- DOOR TRIM 가격: 86,512 원
- SEAT 가격: 189,421 원

기타 정보:
- 현대자동차㈜에 약 53%의 매출 기록
- 기아㈜에 약 34%의 매출 기록
- 포드, 벤츠, 폭스바겐, 아우디 등 해외 메이커에도 아이템 공급
- 연구개발 활동에 중점을 두고 있으며, 국내 및 중국, 인도에 연구소 운영
- 글로벌 자동차 내외장재 제조업체로서 경쟁력을 강화하고 있음."
36,해태제과식품,"해태제과식품 주식회사는 과자와 냉동식품을 생산하며, 전국적인 영업조직망을 통해 다양한 유통경로로 제품을 공급하고 있으며 글로벌 식품회사로 성장하고 있는 회사입니다.","주요 제품 및 서비스는 과자류, 냉동식품 등이 있으며, 주요 상표로는 홈런볼, 오예스, 자가비, 고향만두 등이 있습니다. 회사는 제과사업과 식품사업으로 구분되며, 판매 유통채널을 구분하여 유통영업과 시판영업으로 구성되어 있습니다."
37,오일허브코리아여수,"오일허브코리아여수주식회사는 2008년에 설립된 회사로, 탄화수소, 액상 화학물질 및 가스에 대한 터미널 서비스를 제공하는 액체저장시설 및 탱크 터미널을 건설, 개발, 운영, 관리하고 있으며 안정적인 신용평가를 받고 있는 회사입니다.","2. 주요 제품 및 서비스
- 석유류 저장탱크 임대서비스: 정유사 및 트레이더 등 고객에게 저장시설을 임대해주는 서비스
- 블랜딩: 품질이 다른 석유 저장물을 혼합하는 서비스
- 히팅 및 탱크간 이송 서비스: 원유 및 중유 등을 위한 히팅 및 탱크간 이송 서비스
- 탱크 Cleaning: 탱크 청소 서비스

1. 사업의 개요
- 2008년 11월에 설립된 회사로, 원유 및 석유제품에 대한 터미널서비스를 주된 영업목적으로 함
- 총 저장탱크의 규모는 1,300,000cbm (8,177,000bbl)
- 석유제품 입출하를 위한 부두 4선좌 보유"
38,현대퓨처넷,"이 회사는 디지털 사이니지, 실감콘텐츠, 기업 메시징 사업을 영위하는 회사로, 주요 사업은 LED 디스플레이를 통해 정보, 광고 등의 콘텐츠를 제공하는 디지털 사이니지 서비스이며, 매출의 일부를 차지하고 있습니다.","주요 서비스 1. 디지털 사이니지 2. 기업 메시징 3. 실감콘텐츠
주요 제품 및 서비스:
- 디지털 사이니지: LED 디스플레이 스크린을 이용하여 정보, 광고 등의 영상콘텐츠를 제공하는 디지털 미디어 서비스
- 기업 메시징: 대량의 문자메시지를 보내는 기업용 Message 서비스
- 실감콘텐츠: 미디어 아트 콘텐츠를 구현하는 전시 서비스
- 화장품 소재: 천연물 소재를 활용한 화장품 원료 제공
- 건강기능식품: 건강보조 및 기능성 식품원료 개발
- 바이오의료소재: 손상된 조직의 재생치료를 위한 제품 개발
- 천연물 원료의약품: 인간의 생명과 관련된 제품 생산 및 판매"
39,불스원,"주식회사 불스원은 자동차용품 제조 및 판매사업을 영위하는 회사로, 연결대상 종속회사를 보유하고 있으며, 주권상장 및 특례상장에 관한 사항이 있습니다.","당사는 자동차용품 및 관리용품을 제조, 판매하는 회사로, 주요 제품 및 서비스는 자동차용품과 차량관리서비스 등이 있습니다. 회사는 자동차 생활문화를 선도하며, 자동차 관리용품 시장에서 선도적인 위치를 차지하고 있습니다. 또한, 레저문화의 확산과 차량 관리 문화의 진화에 따라 시장은 계속 성장하고 있습니다. 회사는 고객의 안전하고 즐거운 자동차생활을 위해 노력하고 있으며, 헬스케어 및 홈케어 분야에도 영역을 확대하고 있습니다."
40,이니텍,"이 회사는 보안 및 금융IT 사업을 영위하는 중견기업으로, 인터넷뱅킹 보안 서비스와 전산센터 운영 등을 주요 사업으로 하고 있습니다.","주요 제품 및 서비스는 다음과 같이 분류됩니다:

1. 인증 및 통합보안 관리
- 전자 인증 서버 시스템
- 데이터 암/복호화
- 암호화 및 접근 제어
- 통합인증 및 권한 관리
- Single Sign On 및 계정 통합관리

2. 보안장비
- 하드웨어 보안 모듈
- 암호 가속 및 키 관리
- 키 접근 제어

3. 금융ASP
- 금융IT 서비스 기획 및 구축
- ASP 서비스 제공
- 고객의 전자금융 시스템 백업처리
- 트랜잭션 처리 및 모니터링 서비스
- 인터넷 뱅킹 및 전자거래 서비스 제공

4. SI
- 전자금융 거래 처리 솔루션
- 멀티지불 서비스
- 성능시험도구 및 모니터링 솔루션
- 신규 시스템 구축 및 업그레이드

5. ITO 시스템 운영관리

6. 상품
- 타사 소프트웨어, 서버, PC 등

7. 용역
- 솔루션/채널 유지보수

8. 기타
- 임대수익

이 회사는 보안사업과 금융IT사업을 주요 사업 영역으로 하며, 암호ㆍ인증 분야에서 PKI, DB보안, 통합접근관리 솔루션을 제공합니다. 또한, 인터넷뱅킹 시스템 구축, IT인력 아웃소싱, 서비스 운영대행 등의 금융IT서비스를 제공하고 있습니다."
41,위메이드,"위메이드는 온라인 게임 및 소프트웨어 개발·판매를 목적으로 2000년에 설립된 회사로, PC 온라인/모바일 게임, 지식재산권 활용 및 블록체인 사업을 주요 사업으로 하고 있습니다.","회사의 주요 서비스는 모바일 RPG/Action 게임, 캐주얼게임, PC 온라인 게임, 플랫폼 게임 등으로 구분됩니다. 또한, 주요 제품 및 서비스는 '미르의 전설' IP를 활용한 게임, 블록체인 사업, IP 라이선스 게임 등이 포함됩니다. 이를 통해 회사는 게임 사업뿐만 아니라 블록체인 시장에서도 선도적인 위치를 차지하고 있습니다."
42,파수,"주식회사 파수는 지식정보보안산업의 데이터보안, 애플리케이션보안, 정보보호컨설팅, 엔터프라이즈 문서 플랫폼, 개인정보 비식별화 사업을 영위하는 회사로, 사업분야는 데이터보안, 기업용 문서보안, 개인정보보호, 애플리케이션보안, 정보보호컨설팅 등이 있습니다.","우리 회사는 정보보호 산업에 중점을 두고 있으며, 데이터보안, 애플리케이션보안, 정보보호컨설팅 등 다양한 분야에서 서비스를 제공하고 있습니다. 주요 제품과 서비스를 소개하겠습니다.

1. 데이터보안
   - Fasoo Enterprise DRM (FED): 기업용 문서보안 솔루션으로, 중요 데이터를 담은 문서와 파일을 암호화하여 허용된 권한 내에서만 사용할 수 있도록 제어합니다.
   - Wrapsody: 문서 공유 및 협업 플랫폼으로, 문서의 최신 상태를 유지하며 효율적인 문서 관리와 협업을 지원합니다.

2. 애플리케이션보안
   - SPARROW: 애플리케이션 개발 전 프로그램 소스코드 상의 잠재적 실행 오류와 보안 취약점을 검출하는 정적 분석 도구입니다.

3. 정보보호컨설팅
   - ISMS, ISO27001 등의 인증 컨설팅 및 취약점 분석, 모의해킹 등을 포함한 종합 정보보호 컨설팅 서비스를 제공합니다.

이 외에도 개인정보 비식별화 솔루션인 Analytic DID, 블록체인 기반의 진본 증명 플랫폼인 FasooBlock 등을 통해 고객의 다양한 요구에 부응하는 최신 기술 기반의 서비스를 제공하고 있습니다. 우리 회사는 기술력과 서비스로 국내외 시장에서 인정받고 있으며, 지속적인 연구개발과 혁신을 통해 정보보호 산업의 선두주자로서의 위치를 확고히 하고자 합니다."
43,하나마이크론,"하나마이크론 주식회사는 반도체 패키징, 테스트, 모듈 제조 및 판매를 주요 사업으로 하는 회사로, 2001년에 설립되었고 2005년에 코스닥시장에 상장된 중견기업이다.","주요 제품 및 서비스 카테고리:
1. 반도체 제조: 반도체 패키징 및 테스트를 주요 사업으로 영위하고 있으며, 글로벌 반도체 산업의 선두주자를 주요 고객으로 두고 있습니다.
2. 반도체 재료: 반도체 제조 공정에 사용되는 실리콘 부품(Si-Parts) 및 실리콘카바이드 부품(SiC-Parts)으로 구성되며, 반도체의 핵심 제조 공정인 에칭(식각)에 사용됩니다.
3. 신기술사업금융: 반도체 및 배터리 산업에서 사용되는 소재/부품/장비 업종 내 신기술사업자 및 중소/신규 스타트업 기업 투자 지원 및 육성을 목적으로 하는 사업입니다."
44,쏘카,"주식회사 쏘카는 카셰어링 사업을 영위하며, 전국적으로 서비스를 제공하고 있는 국내 모빌리티 기업으로, 전략적 투자와 통합 모빌리티 플랫폼으로 성장하고 있으며, 유니콘 기업으로 인정받았고, 자율주행 셔틀 서비스를 시범 도입하여 국내 모빌리티 산업을 이끌고 있습니다.","1. 주요 서비스
   가. 카셰어링 부문
      1) 단기 카셰어링: 모바일 애플리케이션을 통해 10분 단위로 차량을 대여할 수 있는 서비스
      2) 쏘카플랜: 월단위로 차량을 대여할 수 있는 구독형 서비스
   나. 플랫폼 부문
      1) 모두의주차장: 주차장 정보 안내 및 주차제휴 서비스
      2) 일레클: 공유 전기자전거 서비스
   다. 기타
      - FMS: 물류 및 배달을 위한 솔루션 형태로 제공하는 서비스

2. 사업 영역
   - 카셰어링 부문
   - 플랫폼 부문
   - 기타

3. 매출 현황
   - 카셰어링 부문: 82.7%
   - 플랫폼 부문: 7.9%
   - 기타: 9.4%"
45,조선내화,"조선내화 주식회사는 내화물을 제조하고 판매하는 기업으로, 국내외 제철, 제강, 유리, 시멘트 등의 산업에 내화물을 공급하고 있습니다.","주요 제품 및 서비스에 대한 정보를 제공해주실 수 있으면 좋겠습니다. 이 회사는 내화물 제조 및 기술 개발에 전념하여 국내 최고의 종합 내화물 제조업체로 성장하였습니다. 내화물은 고온에서 용해되지 않고 고열에 견딜 수 있는 무기재료로서, 제철 및 제강 등 중화학공업과 밀접한 관련이 있습니다. 내화물산업은 중화학공업의 매출 비중이 크며, 특히 제철 및 제강에 대한 비중이 높습니다. 회사의 주요 제품 및 서비스는 다음과 같습니다: 
1. 내화물 제조업: SK-34 몰탈, BT 등의 내화물 제조
2. 구동장치 제조업: MECHA 등의 구동장치 제조
3. 기타: 기타 제품 및 서비스에 대한 정보는 제공되지 않았습니다. 

이 회사는 안전한 일터와 글로벌 경영을 추구하며, 최근 매출액은 2,625억원이고 당기순이익은 220억원입니다. 자세한 내용은 ""II. 사업의 내용""의 ""2. 주요 제품 및 서비스""부터 ""7. 기타 참고사항""까지의 항목을 참고하시기 바랍니다."
46,한화오션,"한화오션은 한국의 종합 조선ㆍ해양 전문회사로, 선박 및 해양제품 제조와 관련된 다양한 사업을 수행하고 있으며, 연결대상 종속회사를 보유하고 있습니다.","주요 제품 및 서비스 카테고리:
1. 상선 제품
- LNGC: LNG 운반
- LPGC: LPG 운반
- Containership: 포장(Container)화물 운반
2. 해양 및 특수선 제품
- FPSO/FLNG: 부유식 원유/가스 생산ㆍ저장ㆍ하역설비
- Fixed Platform: 고정식 원유 생산설비
- Drillship, Semi-Rig: 원유 시추설비
- WTIV: 해상풍력발전기 설치선
- 잠수함/수상함: 해군 함정
- 기타 - 서비스, 해상화물운송 등 기타 서비스업, 해상화물운송 등"
